Gender_Male,Age,Previous Purchases,Purchase Amount (PEN),Item Purchased_Belt,Item Purchased_Dress,Shipping Type_Store Pickup,Discount Applied_Yes,Promo Code Used_Yes,CLV_Predicho,Probabilidad_CLV_Alto
True,0.7115384615384616,0.7192982456140351,0.634644530789554,False,False,False,True,True,1,0.9224
True,0.6153846153846154,0.7543859649122806,0.4979773084377641,False,False,False,True,True,1,0.90119463
True,0.6153846153846154,0.6491228070175439,0.601314546804552,False,False,False,True,True,1,0.79024166
True,0.3846153846153847,0.5087719298245614,0.3775056002334958,False,False,False,True,True,0,0.060759604
True,0.8846153846153847,1.0,0.8263104347818361,False,False,False,True,True,1,0.9224
True,0.019230769230769273,0.10526315789473684,0.0,False,False,False,True,True,0,0.060759604
True,0.42307692307692313,0.38596491228070173,0.44099179375045494,False,False,False,True,True,0,0.060759604
True,0.7500000000000001,0.8596491228070176,0.6079146182332972,False,False,False,True,True,1,0.9224
True,0.5000000000000001,0.5438596491228069,0.47329274140084776,False,False,False,True,True,0,0.06646852
True,0.5961538461538463,0.6491228070175439,0.630955197725728,False,False,False,True,True,1,0.7107204
True,0.48076923076923084,0.5087719298245614,0.3855797858885983,False,False,True,True,True,0,0.0620968
True,0.11538461538461542,0.2807017543859649,0.07785024454587373,False,False,False,True,True,0,0.060759604
True,0.03846153846153849,0.38596491228070173,0.0388439745301372,False,False,False,True,True,0,0.060759604
True,0.11538461538461542,0.3684210526315789,0.08065874871893403,False,True,False,True,True,0,0.060759604
True,0.5000000000000001,0.6842105263157894,0.37773341344816946,False,False,False,True,True,0,0.16355377
True,0.1923076923076924,0.22807017543859648,0.17501011297159436,False,False,False,True,True,0,0.060759604
True,0.23076923076923084,0.2807017543859649,0.15884293000891977,False,False,False,True,True,0,0.060759604
True,0.6538461538461539,0.47368421052631576,0.6057851329383347,False,False,False,True,True,0,0.17472118
True,0.48076923076923084,0.5087719298245614,0.388758900912928,False,False,True,True,True,0,0.0620968
True,0.48076923076923084,0.6666666666666667,0.49915328042689644,False,False,False,True,True,0,0.17677984
True,0.40384615384615385,0.5789473684210527,0.3260685335255137,False,False,False,True,True,0,0.060759604
True,0.9615384615384616,0.9473684210526316,0.8453268076900691,False,False,False,True,True,1,0.9224
True,0.9615384615384616,0.9649122807017545,0.8960936374610234,False,False,True,True,True,1,0.9224
True,0.5961538461538463,0.6140350877192982,0.4780027321991758,False,False,True,True,True,1,0.5212173
True,0.8653846153846155,0.9122807017543859,0.7839210638346864,False,False,False,True,True,1,0.9224
True,0.730769230769231,0.8421052631578947,0.7118275577019814,False,False,False,True,True,1,0.9224
True,0.3653846153846154,0.3508771929824561,0.25483177442341043,False,False,False,True,True,0,0.060759604
True,0.23076923076923084,0.42105263157894735,0.21458813339657154,False,False,True,True,True,0,0.060759604
True,0.019230769230769273,0.2982456140350877,0.02881273518662464,False,False,False,True,True,0,0.060759604
True,0.11538461538461542,0.2631578947368421,0.1381189049719966,False,False,False,True,True,0,0.060759604
True,0.6538461538461539,0.7894736842105263,0.5293141231232187,False,False,False,True,True,1,0.9224
True,0.8653846153846155,1.0,0.7147203879566483,False,False,False,True,True,1,0.9224
True,0.3653846153846154,0.4912280701754385,0.3500291774254266,False,False,True,True,True,0,0.060759604
True,0.3846153846153847,0.5438596491228069,0.3571668203355691,False,False,False,True,True,0,0.060759604
True,0.326923076923077,0.40350877192982454,0.30350488397596553,False,False,False,True,True,0,0.060759604
True,0.1923076923076924,0.3684210526315789,0.1874331638691753,False,False,False,True,True,0,0.060759604
True,0.23076923076923084,0.43859649122807015,0.17593297576758513,False,False,False,True,True,0,0.060759604
True,0.980769230769231,1.0,0.8873023470561667,False,False,False,True,True,1,0.9224
True,0.4423076923076924,0.47368421052631576,0.408575410123324,False,True,False,True,True,0,0.060759604
True,0.8653846153846155,0.9122807017543859,0.7418167383470056,False,False,False,True,True,1,0.9224
True,0.326923076923077,0.5964912280701755,0.37571716365448427,False,False,False,True,True,0,0.062801346
True,0.34615384615384615,0.5263157894736843,0.33068395152008656,False,False,False,True,True,0,0.060759604
True,0.13461538461538464,0.40350877192982454,0.0671034268301838,False,False,False,True,True,0,0.060759604
True,0.7692307692307693,0.7894736842105263,0.7171315132358989,False,False,True,True,True,1,0.9224
True,0.17307692307692313,0.40350877192982454,0.1111766464591489,False,False,False,True,True,0,0.060759604
True,0.9038461538461539,0.9473684210526316,0.8433284618734718,False,False,False,True,True,1,0.9224
True,0.6923076923076924,0.6666666666666667,0.670797662285073,False,False,True,True,True,1,0.916841
True,0.6923076923076924,0.7719298245614035,0.5823126800344118,False,False,False,True,True,1,0.9224
True,0.7884615384615384,0.736842105263158,0.748042721234017,False,False,False,True,True,1,0.9224
True,0.46153846153846156,0.5087719298245614,0.43112155482385406,False,False,True,True,True,0,0.060759604
True,0.5384615384615385,0.6491228070175439,0.5181966481327572,False,False,True,True,True,0,0.36742604
True,0.28846153846153855,0.456140350877193,0.3427148742092938,False,False,False,True,True,0,0.060759604
True,0.3076923076923077,0.3508771929824561,0.2641416878877423,False,False,False,True,True,0,0.060759604
True,0.17307692307692313,0.43859649122807015,0.12105416754466239,False,False,False,True,True,0,0.060759604
True,0.6538461538461539,0.7719298245614035,0.5448465014824613,False,False,True,True,True,1,0.9224
True,0.21153846153846156,0.3157894736842105,0.15266809279756186,False,False,True,True,True,0,0.060759604
True,0.6923076923076924,0.6140350877192982,0.6155549635316252,False,False,False,True,True,1,0.9014625
True,0.13461538461538464,0.2982456140350877,0.13561290466676304,False,False,False,True,True,0,0.060759604
True,0.4423076923076924,0.5087719298245614,0.4078430561005324,False,False,False,True,True,0,0.060759604
True,0.6730769230769232,0.736842105263158,0.6387871499155227,False,False,False,True,True,1,0.9224
True,0.6730769230769232,0.7017543859649122,0.6023886113206748,False,False,False,True,True,1,0.92099464
True,0.05769230769230771,0.07017543859649122,0.11656472987896266,False,False,False,True,True,0,0.060759604
True,0.826923076923077,0.8245614035087718,0.7275316530406162,False,False,False,True,True,1,0.9224
True,0.8846153846153847,0.8771929824561404,0.9125538434807494,False,False,True,True,True,1,0.9224
True,0.6346153846153847,0.7543859649122806,0.5953892511041189,False,False,True,True,True,1,0.9210271
True,0.2692307692307693,0.3508771929824561,0.20240312191801718,False,False,False,True,True,0,0.060759604
True,0.3846153846153847,0.6491228070175439,0.29601492883788927,False,False,True,True,True,0,0.09272045
True,0.7692307692307693,0.6491228070175439,0.7093490935322799,False,False,False,True,True,1,0.9163366
True,0.2692307692307693,0.5263157894736843,0.23073288331589323,False,False,False,True,True,0,0.060759604
True,0.5384615384615385,0.6140350877192982,0.5133657663085606,False,False,True,True,True,0,0.3392021
True,0.40384615384615385,0.5964912280701755,0.38224082576867147,False,False,False,True,True,0,0.062801346
True,0.019230769230769273,0.22807017543859648,0.013938629069750873,False,False,True,True,True,0,0.060759604
True,0.6153846153846154,0.7894736842105263,0.5123673687422065,False,False,False,True,True,1,0.91842115
True,0.34615384615384615,0.43859649122807015,0.24177863528317065,False,False,False,True,True,0,0.060759604
True,0.9038461538461539,0.8245614035087718,0.7881795437019169,False,False,False,True,True,1,0.9224
True,0.8846153846153847,1.0,0.8292327047314513,False,False,False,True,True,1,0.9224
True,0.5384615384615385,0.6140350877192982,0.4910170905837503,False,False,False,True,True,0,0.18539424
True,0.34615384615384615,0.4912280701754385,0.25380931379338545,True,False,False,True,True,0,0.060759604
True,0.6346153846153847,0.8070175438596492,0.57516053382034,False,False,False,True,True,1,0.9210271
True,0.6346153846153847,0.6140350877192982,0.5846442401665423,False,False,False,True,True,1,0.8845542
True,0.3846153846153847,0.5614035087719298,0.3043764601574749,False,False,False,True,True,0,0.060759604
True,0.7884615384615384,0.7719298245614035,0.7118467143360404,False,False,False,True,True,1,0.9224
True,0.7500000000000001,0.7894736842105263,0.6731875968282441,False,False,False,True,True,1,0.9224
True,0.6923076923076924,0.7543859649122806,0.5679045738347502,False,False,False,True,True,1,0.9224
True,0.13461538461538464,0.17543859649122806,0.13635660103980093,False,True,False,True,True,0,0.060759604
True,0.980769230769231,0.9122807017543859,0.9019895441546563,False,False,False,True,True,1,0.9224
True,0.7500000000000001,0.9122807017543859,0.7190038880783957,False,False,False,True,True,1,0.9224
True,1.0,1.0,0.9412247281540933,False,False,False,True,True,1,0.9224
True,0.11538461538461542,0.2982456140350877,0.041577316366225844,False,False,True,True,True,0,0.060759604
True,0.9423076923076924,0.9649122807017545,0.8006041792682765,False,False,False,True,True,1,0.9224
True,0.11538461538461542,0.2807017543859649,0.1261919812760108,False,False,False,True,True,0,0.060759604
True,0.8461538461538461,0.9824561403508771,0.779526969896839,False,False,False,True,True,1,0.9224
True,0.7500000000000001,0.7719298245614035,0.6936108976777319,False,False,True,True,True,1,0.9224
True,0.7115384615384616,0.7894736842105263,0.8084353604412998,False,False,True,True,True,1,0.9224
True,0.5192307692307693,0.7192982456140351,0.48977344009490753,False,False,False,True,True,1,0.7778757
True,0.980769230769231,0.9122807017543859,0.9276855299086335,False,False,False,True,True,1,0.9224
True,0.9423076923076924,1.0,0.8851796001044633,False,False,False,True,True,1,0.9224
True,0.23076923076923084,0.2631578947368421,0.23545484426624477,False,False,True,True,True,0,0.060759604
True,0.11538461538461542,0.43859649122807015,0.08907264594082068,False,False,False,True,True,0,0.060759604
True,0.8461538461538461,0.8421052631578947,0.7904880569104342,False,False,False,True,True,1,0.9224
True,0.48076923076923084,0.5614035087719298,0.3953127111045607,False,False,False,True,True,0,0.0620968
True,0.326923076923077,0.2982456140350877,0.2817192894981402,False,False,False,True,True,0,0.060759604
True,0.1923076923076924,0.3157894736842105,0.15024644608634402,False,False,True,True,True,0,0.060759604
True,0.2692307692307693,0.3333333333333333,0.2443831809318455,True,False,False,True,True,0,0.060759604
True,0.40384615384615385,0.47368421052631576,0.46456281784220177,False,False,False,True,True,0,0.060759604
True,0.1923076923076924,0.3508771929824561,0.08846758083850145,False,False,True,True,True,0,0.060759604
True,0.5576923076923077,0.736842105263158,0.5293201127098817,False,False,False,True,True,1,0.88455266
True,0.03846153846153849,0.2631578947368421,0.0,False,False,False,True,True,0,0.060759604
True,0.8653846153846155,0.9122807017543859,0.7526542714723534,False,False,False,True,True,1,0.9224
True,0.13461538461538464,0.21052631578947367,0.1690437573511498,False,False,False,True,True,0,0.060759604
True,0.21153846153846156,0.2982456140350877,0.19201313627918384,False,False,False,True,True,0,0.060759604
True,0.6153846153846154,0.8421052631578947,0.5020425424710548,False,False,False,True,True,1,0.91735804
True,0.0,0.14035087719298245,0.0,False,False,True,True,True,0,0.060759604
True,1.0,1.0,0.9244956669332693,False,False,False,True,True,1,0.9224
True,0.9230769230769232,0.9122807017543859,0.792684254565035,False,False,False,True,True,1,0.9224
True,0.1923076923076924,0.3684210526315789,0.18162188833970272,False,False,False,True,True,0,0.060759604
True,0.6923076923076924,0.8421052631578947,0.6210391690838141,False,False,False,True,True,1,0.9224
True,0.019230769230769273,0.3333333333333333,0.0,False,False,False,True,True,0,0.060759604
True,0.03846153846153849,0.22807017543859648,0.13023548941578383,False,False,False,True,True,0,0.060759604
True,0.48076923076923084,0.5438596491228069,0.4582021815500549,False,False,False,True,True,0,0.0620968
True,0.3846153846153847,0.5087719298245614,0.253354521087763,False,False,False,True,True,0,0.060759604
True,0.6153846153846154,0.7192982456140351,0.5585594340242842,False,True,True,True,True,1,0.9188331
True,0.8846153846153847,0.9824561403508771,0.7613611865968836,False,False,False,True,True,1,0.9224
True,0.5961538461538463,0.6842105263157894,0.5711379892229143,False,False,False,True,True,1,0.9039318
True,0.5576923076923077,0.7017543859649122,0.4632101923127959,False,False,False,True,True,1,0.886671
True,0.34615384615384615,0.631578947368421,0.30437155261296556,False,False,False,True,True,0,0.08695981
True,0.7115384615384616,0.8070175438596492,0.6587721486482544,False,False,True,True,True,1,0.9224
True,0.13461538461538464,0.3333333333333333,0.15906565307317327,False,False,False,True,True,0,0.060759604
True,0.6730769230769232,0.5964912280701755,0.5481472748266185,True,False,False,True,True,1,0.89278036
True,0.5961538461538463,0.43859649122807015,0.5180752613686506,False,False,False,True,True,0,0.09213581
True,0.326923076923077,0.4912280701754385,0.27107367109245306,False,False,False,True,True,0,0.060759604
True,0.21153846153846156,0.3684210526315789,0.1599319202045842,False,False,False,True,True,0,0.060759604
True,0.5576923076923077,0.5964912280701755,0.5775662263447661,True,False,False,True,True,0,0.38056263
True,0.6730769230769232,0.7543859649122806,0.6199123392319799,False,False,False,True,True,1,0.9224
True,0.28846153846153855,0.42105263157894735,0.20154875089957758,False,False,False,True,True,0,0.060759604
True,0.05769230769230771,0.3508771929824561,0.09261713819032716,False,False,False,True,True,0,0.060759604
True,0.2692307692307693,0.42105263157894735,0.3355953962030245,False,False,False,True,True,0,0.060759604
True,0.6538461538461539,0.6491228070175439,0.6307699278988972,False,False,False,True,True,1,0.9150386
True,0.9423076923076924,1.0,0.7746058126280124,False,False,True,True,True,1,0.9224
True,0.48076923076923084,0.5614035087719298,0.4082143769507547,False,False,False,True,True,0,0.0620968
True,0.7692307692307693,0.8596491228070176,0.7444179676617435,False,False,False,True,True,1,0.9224
True,0.03846153846153849,0.19298245614035087,0.0027521404976544386,False,False,False,True,True,0,0.060759604
True,0.826923076923077,0.8070175438596492,0.7592045724913101,False,False,False,True,True,1,0.9224
True,0.2692307692307693,0.42105263157894735,0.2753534902450827,False,False,False,True,True,0,0.060759604
True,0.3846153846153847,0.5087719298245614,0.3024508504308685,False,False,False,True,True,0,0.060759604
True,0.05769230769230771,0.2982456140350877,0.04892236532205814,False,False,False,True,True,0,0.060759604
True,0.3653846153846154,0.47368421052631576,0.1817923302048081,False,False,False,True,True,0,0.060759604
True,0.17307692307692313,0.17543859649122806,0.10895450677021468,False,False,True,True,True,0,0.060759604
True,0.34615384615384615,0.43859649122807015,0.2982096910458373,False,False,True,True,True,0,0.060759604
True,0.2692307692307693,0.4912280701754385,0.18493993416179733,False,False,False,True,True,0,0.060759604
True,0.6346153846153847,0.6842105263157894,0.6403964333756045,False,False,False,True,True,1,0.92072475
True,0.8846153846153847,0.8771929824561404,0.7270113507568845,False,False,False,True,True,1,0.9224
True,0.9615384615384616,1.0,0.8400522976964329,False,False,True,True,True,1,0.9224
True,0.9615384615384616,0.894736842105263,0.8655696372892575,False,False,False,True,True,1,0.9224
True,0.28846153846153855,0.2982456140350877,0.32235055242520994,False,False,False,True,True,0,0.060759604
True,0.9038461538461539,0.894736842105263,0.7439500954420198,False,False,False,True,True,1,0.9224
True,0.576923076923077,0.6140350877192982,0.5678349108502319,False,False,False,True,True,1,0.59487706
True,0.980769230769231,0.894736842105263,0.8773767615310287,False,False,False,True,True,1,0.9224
True,0.7884615384615384,0.8070175438596492,0.6610953069808894,False,False,False,True,True,1,0.9224
True,0.576923076923077,0.7017543859649122,0.5364935280516575,False,False,False,True,True,1,0.8936711
True,0.13461538461538464,0.3157894736842105,0.12926057141251712,False,False,False,True,True,0,0.060759604
True,0.21153846153846156,0.40350877192982454,0.16230634465122218,False,False,True,True,True,0,0.060759604
True,0.7500000000000001,0.9473684210526316,0.6737058862681665,False,False,False,True,True,1,0.9224
True,0.0961538461538462,0.24561403508771928,0.0687467691158571,False,False,False,True,True,0,0.060759604
True,0.5192307692307693,0.631578947368421,0.4693262575744259,False,False,False,True,True,0,0.3273894
True,0.3846153846153847,0.47368421052631576,0.37349092393212124,True,False,False,True,True,0,0.060759604
True,0.05769230769230771,0.17543859649122806,0.12248746201451399,False,False,False,True,True,0,0.060759604
True,0.2692307692307693,0.3684210526315789,0.18538554630485365,False,False,False,True,True,0,0.060759604
True,0.8653846153846155,0.8421052631578947,0.8691110375343479,False,False,False,True,True,1,0.9224
True,0.21153846153846156,0.40350877192982454,0.10187002354131502,False,False,False,True,True,0,0.060759604
True,0.17307692307692313,0.5438596491228069,0.1479648048815331,False,False,True,True,True,0,0.060759604
True,0.730769230769231,0.7192982456140351,0.6796919662708433,False,False,False,True,True,1,0.9224
True,0.23076923076923084,0.3508771929824561,0.21889588459481854,False,False,False,True,True,0,0.060759604
True,0.5961538461538463,0.6666666666666667,0.505191158496267,False,False,False,True,True,1,0.79048383
True,0.7692307692307693,0.8421052631578947,0.678475583142662,False,False,False,True,True,1,0.9224
True,0.7500000000000001,0.8245614035087718,0.6485453894674429,False,True,False,True,True,1,0.9224
True,0.8076923076923078,0.9473684210526316,0.6958208657729136,False,False,False,True,True,1,0.9224
True,0.980769230769231,0.7719298245614035,0.914901332664491,False,False,False,True,True,1,0.9224
True,1.0,0.7894736842105263,0.910074404587375,False,False,True,True,True,1,0.9224
True,0.6730769230769232,0.6842105263157894,0.5708303518699253,False,False,True,True,True,1,0.9208121
True,0.13461538461538464,0.40350877192982454,0.16057870287019424,False,False,False,True,True,0,0.060759604
True,0.576923076923077,0.5263157894736843,0.5295729106456695,False,False,False,True,True,0,0.09506294
True,0.980769230769231,0.7192982456140351,0.9132588466236637,False,False,False,True,True,1,0.9224
True,0.13461538461538464,0.3684210526315789,0.14850946178981517,False,False,False,True,True,0,0.060759604
